floor_gap,method,pool,scenario,stall_frac_pct,t@1.01e-02,t@1.18e-02,t@1.38e-02,t@1.61e-02,t@1.88e-02,t@2.20e-02,t@2.57e-02,t@3.00e-02,t@3.50e-02,t@6.38e-03,t@7.45e-03,t@8.69e-03,t_to_1p3x_floor_s,wall_s
0.018397390471,full-cold,K10,d05,95.8,,,,,12.1,3.6,3.6,0.5,0.5,,,,12.1,286.3
0.0063799396439,full-warm,K10,d05,99.9,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,233.1
