rank,eps_unweighted,eps_weighted,eym_bound_weighted,sigma_tail_u,sigma_tail_w
1,0.705363071974134,0.17614056284204274,0.7505440473611698,14.90762692456819,88.25539501615364
2,0.7051971305623352,0.05023510297109211,0.7153562949173708,12.37229007764883,84.11771781709155
3,0.7031082929656054,0.04225298916609245,0.6883420325880055,11.111016701152513,80.9411495645945
5,0.5297384594733769,0.040013111754755304,0.5263974631637761,9.129454151390526,61.898320572069565
8,0.47156798515212756,0.02282460365765005,0.29156265309201607,8.741885089309639,34.28443302037295
12,0.37218735363177985,0.006835080248280825,0.1803651112431112,7.683668186305417,21.208874010605893
20,0.27128796574270153,6.097100954386043e-11,2.4893959496470005e-06,5.680339594072378,0.0002927244892024115
30,0.21823683767198182,6.096118727934756e-11,1.4694772179678598e-06,4.174915801319595,0.00017279371250090552
50,0.11753798304625565,6.096140132984689e-11,7.42462176353123e-07,2.320458668953214,8.730505942853218e-05
