network,model,invocations,eps_f,t_median_s,t_min_s,t_max_s,gap_max,reached_floor,raw_times_s
sioux_k10,H0,5,0.0001114412,2.11,1.727,2.846,3.090e-06,True,2.737;2.101;1.727;2.846;2.110
sioux_k10,R0,5,0.0001114412,1.419,1.288,2.118,8.261e-07,True,2.118;1.351;1.288;2.033;1.419
sioux_k10,H1,5,0.0001114412,2.9,2.04,3.243,1.015e-04,True,2.772;2.040;2.946;3.243;2.900
sioux_k10,R1,5,0.0001114412,2.525,1.91,2.754,1.015e-04,True,2.351;2.754;1.910;2.525;2.731
# ratios at eps_f: {'S_R': 1.487, 'S_C': 0.728, 'S_CR': 0.562, 'S_RC': 0.836} ; valid=True
