Gap_F_pct,conv,cpp_cons,cpp_obj_feasible,cpp_pool_gap,cpu_s,delta_F_pct,demand_residual_inf,inner_iters,link_R2,link_diff_pct,majors,min_path_flow,n_od,n_paths,net,obj_feasible,rank,raw_obj_diff_pct,reduction_pct,ref_source,rescale_Gap_F_pct,rescale_delta_F_pct,rescale_demand_residual_inf,rescale_link_R2,rescale_link_diff_pct,rescale_min_path_flow,rescale_obj_feasible,solver,tau
0.0,euclid,0.025273,225219599.3900,9.3644e-03,170.44199659998412,3.7976230203908186e-05,4.547473508864641e-13,276,1.0,0.0,1846068,0.0,601644,1846068,philadelphia,225219601.08857828,0,1.0581881001214844e-07,0.0,cpp-tau0-full,-7.541840642030832e-07,3.797623020409838e-05,9.094947017729282e-13,0.9999999999999896,8.541910886997084e-06,0.0,225219599.39000794,cpp,0.0
