setting,network,n_od,k_per_od,concentration,perturbation,rank,basis,variant,n_variables,objective_gap_pct,link_rel_l2,demand_residual,min_path_flow,solve_seconds,success,ref_nonanchor_support,ref_minor_support,ref_minor_mass_share
real,sioux-falls,3,32,2.0,0.0,2,W,affine_w0,5,34.57282715263226,0.2120085298220397,1.1102230246251565e-16,0.0,0.0007141000241972506,True,0,0,1.473601643656441e-11
real,sioux-falls,3,32,2.0,0.0,2,W,linear_no_w0,5,-2.5719661966724524e-09,4.835086421499394e-11,1.1102230246251565e-16,0.0,0.0006447999912779778,True,0,0,1.473601643656441e-11
real,sioux-falls,3,32,2.0,0.0,5,U,affine_w0,8,79.75436021718261,0.5134211921876352,0.0,-1.8328635321713388e-11,0.008085199980996549,True,0,0,1.473601643656441e-11
real,sioux-falls,3,32,2.0,0.0,5,U,linear_no_w0,8,-2.0631329787810257e-08,9.397626977141714e-11,2.220446049250313e-16,-3.1595564357127445e-12,0.011810800002422184,False,0,0,1.473601643656441e-11
real,sioux-falls,3,32,2.0,0.0,5,W,affine_w0,8,23.53674564821096,0.14894424054075425,2.220446049250313e-16,-1.619537837171947e-14,0.000981699995463714,True,0,0,1.473601643656441e-11
real,sioux-falls,3,32,2.0,0.0,5,W,linear_no_w0,8,-2.8405970804038256e-09,4.8976879196836186e-11,2.220446049250313e-16,-3.1313354517940887e-13,0.000897699996130541,True,0,0,1.473601643656441e-11
real,chicago-sketch,3,8,2.0,0.0,2,U,affine_w0,5,21.039010426964406,0.12844778971753718,1.1102230246251565e-16,-1.0487530982539184e-13,0.00031269999453797936,True,0,0,2.938386657834006e-14
real,chicago-sketch,3,8,2.0,0.0,2,U,linear_no_w0,5,1.6961017923557627e-11,1.0345493162173905e-13,2.220446049250313e-16,-6.547996414820943e-30,0.0002770999853964895,True,0,0,2.938386657834006e-14
real,chicago-sketch,3,8,2.0,0.0,2,W,affine_w0,5,8.930739737168167,0.06260183596144375,0.0,4.440892098500626e-16,0.0002834000042639673,True,0,0,2.938386657834006e-14
real,chicago-sketch,3,8,2.0,0.0,2,W,linear_no_w0,5,-1.3179169332494102e-11,6.231939926818785e-14,0.0,-2.882351327311703e-14,0.00026309999520890415,True,0,0,2.938386657834006e-14
real,chicago-sketch,3,8,2.0,0.0,5,U,affine_w0,8,18.11320822982968,0.11579711042372595,0.0,-8.183601366007487e-14,0.0006345000001601875,True,0,0,2.938386657834006e-14
real,chicago-sketch,3,8,2.0,0.0,5,U,linear_no_w0,8,2.9070573513124672e-11,1.1308899926047286e-13,1.1102230246251565e-16,0.0,0.00027379998937249184,True,0,0,2.938386657834006e-14
real,chicago-sketch,3,8,2.0,0.0,5,W,affine_w0,8,2.893649201947282,0.016835217201948343,0.0,1.1102230246251565e-15,0.00029379999614320695,True,0,0,2.938386657834006e-14
real,chicago-sketch,3,8,2.0,0.0,5,W,linear_no_w0,8,-1.128824503696234e-11,4.4808344555710744e-14,1.1102230246251565e-16,-1.0523949944854884e-14,0.0002686000079847872,True,0,0,2.938386657834006e-14
real,chicago-sketch,3,16,2.0,0.0,2,U,affine_w0,5,100.05857913485463,0.40846368840540953,2.220446049250313e-16,-4.6111584873793215e-12,0.0023962999985087663,True,0,0,4.021151555358155e-15
real,chicago-sketch,3,16,2.0,0.0,2,U,linear_no_w0,5,-5.856436736599058e-10,1.3775620908995698e-12,2.220446049250313e-16,-2.496909772928529e-13,0.0019191000028513372,True,0,0,4.021151555358155e-15
real,chicago-sketch,3,16,2.0,0.0,2,W,affine_w0,5,39.59309672859647,0.19767796898112272,1.1102230246251565e-16,0.0,0.0017143000150099397,True,0,0,4.021151555358155e-15
real,chicago-sketch,3,16,2.0,0.0,2,W,linear_no_w0,5,-8.197686710002274e-11,4.21305303245873e-13,2.220446049250313e-16,-1.0738972419529617e-13,0.001490800001192838,True,0,0,4.021151555358155e-15
real,chicago-sketch,3,16,2.0,0.0,5,U,affine_w0,8,95.49272151484234,0.3966041250521981,2.220446049250313e-16,-3.4011799859802114e-12,0.0023188999912235886,True,0,0,4.021151555358155e-15
real,chicago-sketch,3,16,2.0,0.0,5,U,linear_no_w0,8,-6.582695673264658e-11,1.8830000536904e-13,2.220446049250313e-16,-1.8628011986018965e-14,0.0009415999811608344,True,0,0,4.021151555358155e-15
real,chicago-sketch,3,16,2.0,0.0,5,W,affine_w0,8,17.63985799574074,0.0643360388698575,2.220446049250313e-16,-1.4431511541346254e-13,0.0009817999962251633,True,0,0,4.021151555358155e-15
real,chicago-sketch,3,16,2.0,0.0,5,W,linear_no_w0,8,-1.4583622317271155e-10,6.49979019131263e-13,2.220446049250313e-16,-1.8674843290206292e-13,0.0007253999938257039,True,0,0,4.021151555358155e-15
real,chicago-sketch,3,32,2.0,0.0,2,U,affine_w0,5,190.44664881963712,0.5570385905086551,2.220446049250313e-16,-3.0331220608054155e-11,0.0027640000043902546,True,0,0,3.445907111473964e-11
real,chicago-sketch,3,32,2.0,0.0,2,U,linear_no_w0,5,-6.654386048036768e-09,2.370233910637097e-10,2.220446049250313e-16,0.0,0.0016998999926727265,True,0,0,3.445907111473964e-11
real,chicago-sketch,3,32,2.0,0.0,2,W,affine_w0,5,91.32075914334933,0.3140322490199646,2.220446049250313e-16,-4.975186929101483e-14,0.0011804999958258122,True,0,0,3.445907111473964e-11
real,chicago-sketch,3,32,2.0,0.0,2,W,linear_no_w0,5,-1.1363977066901267e-08,2.392018929859856e-10,2.220446049250313e-16,-4.301890207618142e-13,0.0007851000118535012,True,0,0,3.445907111473964e-11
real,chicago-sketch,3,32,2.0,0.0,5,U,affine_w0,8,189.49687298503642,0.5561122553140173,2.220446049250313e-16,-1.5531344629447427e-11,0.004198399983579293,True,0,0,3.445907111473964e-11
real,chicago-sketch,3,32,2.0,0.0,5,U,linear_no_w0,8,-3.6120307203044936e-07,5.006533615206263e-10,2.220446049250313e-16,-4.930302290174106e-11,0.008411299990257248,False,0,0,3.445907111473964e-11
real,chicago-sketch,3,32,2.0,0.0,5,W,affine_w0,8,39.52076649171787,0.12138617086461462,1.1102230246251565e-16,-3.6749769893873463e-13,0.0016921999922487885,True,0,0,3.445907111473964e-11
real,chicago-sketch,3,32,2.0,0.0,5,W,linear_no_w0,8,-1.4550669637157916e-08,2.434290854527794e-10,2.220446049250313e-16,-2.1257403024057243e-12,0.0024360000097658485,True,0,0,3.445907111473964e-11
