setting,network,n_od,k_per_od,concentration,perturbation,rank,basis,variant,n_variables,objective_gap_pct,link_rel_l2,demand_residual,min_path_flow,solve_seconds,success,ref_nonanchor_support,ref_minor_support,ref_minor_mass_share
synthetic,grid,1,25,2.5,0.0,2,U,linear_no_w0,3,0.9739937120066542,0.2574224327152867,1.1368683772161603e-13,-3.7281731946508294e-13,0.0008513999928254634,True,1,1,0.30669027116331615
synthetic,grid,1,25,2.5,0.0,2,W,affine_w0,3,2.362296488728099,0.22589832860896292,1.1368683772161603e-13,-4.192202140984591e-13,0.0010322000016458333,True,1,1,0.30669027116331615
synthetic,grid,1,25,2.5,0.0,2,W,linear_no_w0,3,0.9739937120069025,0.2574224327152783,0.0,-4.8805748073172183e-17,0.0008612000092398375,True,1,1,0.30669027116331615
synthetic,grid,1,25,2.5,0.1,2,U,affine_w0,3,6.003761136843942,0.15172590739088124,0.0,-4.765077221691172e-13,0.0008366999973077327,True,1,1,0.36292579898734817
synthetic,grid,1,25,2.5,0.1,2,U,linear_no_w0,3,1.659313917224369,0.3101147331949172,0.0,-1.3122277480628992e-13,0.0007877000025473535,True,1,1,0.36292579898734817
synthetic,grid,1,25,2.5,0.1,2,W,affine_w0,3,2.572336023734846,0.27249765715997953,0.0,2.2026824808563106e-13,0.0018031999934464693,True,1,1,0.36292579898734817
synthetic,grid,1,25,2.5,0.1,2,W,linear_no_w0,3,1.5936779433171961,0.2729180067919329,0.0,-1.1102230246251565e-16,0.0012725999986287206,True,1,1,0.36292579898734817
synthetic,grid,1,25,0.5,0.0,5,U,affine_w0,6,6.131953870607928,0.17473872463118997,1.1368683772161603e-13,-2.682298827494378e-13,0.0018054000101983547,True,1,1,0.3066902721704914
synthetic,grid,1,25,0.5,0.0,5,U,linear_no_w0,6,0.9739937120068672,0.25742242244523633,1.1368683772161603e-13,-1.5833827863903196e-13,0.0008593999955337495,True,1,1,0.3066902721704914
synthetic,grid,1,25,0.5,0.0,5,W,affine_w0,6,3.6117557923678563,0.21778886775441675,0.0,-1.0302869668521453e-13,0.0013780000153928995,True,1,1,0.3066902721704914
synthetic,grid,1,25,0.5,0.0,5,W,linear_no_w0,6,0.9739937120069145,0.25742243356126004,0.0,-2.6645928745309605e-14,0.0008297999738715589,True,1,1,0.3066902721704914
synthetic,grid,1,25,0.5,0.1,5,U,affine_w0,6,5.559431681174618,0.22383192113595418,1.1368683772161603e-13,1.4210854715202004e-14,0.002003999979933724,True,1,1,0.3629258290498201
synthetic,grid,1,25,0.5,0.1,5,U,linear_no_w0,6,1.6593139172244933,0.31011476832732193,1.1368683772161603e-13,-2.930753037075101e-14,0.000895200006198138,True,1,1,0.3629258290498201
synthetic,grid,1,25,0.5,0.1,5,W,affine_w0,6,3.6006641066779195,0.2782712986310912,1.1368683772161603e-13,-1.9539925233402755e-14,0.0017469000013079494,True,1,1,0.3629258290498201
synthetic,grid,1,25,0.5,0.1,5,W,linear_no_w0,6,1.6593139172243896,0.3101147682876055,0.0,-2.4127969367184592e-14,0.0007517999911215156,True,1,1,0.3629258290498201
synthetic,grid,1,25,2.5,0.0,5,U,affine_w0,6,6.017524129338283,0.15177154061227485,0.0,-1.98507876802978e-13,0.00452340001356788,True,1,1,0.30669027116331615
synthetic,grid,1,25,2.5,0.0,5,U,linear_no_w0,6,0.9739937120069971,0.2574224327678645,0.0,-1.4449651284813876e-14,0.0029793000139761716,True,1,1,0.30669027116331615
synthetic,grid,1,25,2.5,0.0,5,W,affine_w0,6,1.7666020544047139,0.15989195396383984,0.0,-1.4210854715202004e-14,0.002763800002867356,True,1,1,0.30669027116331615
synthetic,grid,1,25,2.5,0.0,5,W,linear_no_w0,6,0.9583142546317982,0.23501917563464186,0.0,-6.661338147750939e-16,0.0012623999791685492,True,1,1,0.30669027116331615
synthetic,grid,1,25,2.5,0.1,5,U,affine_w0,6,5.1463454175048255,0.14432632225050776,0.0,-1.00076197329102e-12,0.0027762000099755824,True,1,1,0.36292579898734817
synthetic,grid,1,25,2.5,0.1,5,U,linear_no_w0,6,1.6593139172244311,0.31011473319491634,1.1368683772161603e-13,-9.074413623103076e-15,0.0021878000115975738,True,1,1,0.36292579898734817
synthetic,grid,1,25,2.5,0.1,5,W,affine_w0,6,1.8762772662055716,0.18831710656569162,1.1368683772161603e-13,-2.1316282072803006e-14,0.004108200024347752,True,1,1,0.36292579898734817
synthetic,grid,1,25,2.5,0.1,5,W,linear_no_w0,6,1.3789968785130613,0.222403903761995,1.1368683772161603e-13,-1.1102230246251565e-15,0.002231899998150766,True,1,1,0.36292579898734817
synthetic,grid,2,10,0.5,0.0,2,U,affine_w0,4,5.84167059386404,0.2599285832013722,0.0,1.180533570691867e-16,0.0015050999936647713,True,2,0,7.875103698635812e-14
synthetic,grid,2,10,0.5,0.0,2,U,linear_no_w0,4,-1.0611386572895248e-12,1.656870502039189e-08,0.0,-1.6077180263671405e-15,0.0013174999912735075,True,2,0,7.875103698635812e-14
synthetic,grid,2,10,0.5,0.0,2,W,affine_w0,4,3.1744111155229087,0.15408441579506574,0.0,-2.1316282072803006e-14,0.0015370000037364662,True,2,0,7.875103698635812e-14
synthetic,grid,2,10,0.5,0.0,2,W,linear_no_w0,4,-1.0611386572895248e-12,1.6568704929338486e-08,0.0,-6.340806470561006e-17,0.001265900005819276,True,2,0,7.875103698635812e-14
synthetic,grid,2,10,0.5,0.1,2,U,affine_w0,4,4.705558926855296,0.2376751640851379,2.2737367544323206e-13,4.601999957559075e-15,0.00322239997331053,True,2,0,1.9544444591377366e-15
synthetic,grid,2,10,0.5,0.1,2,U,linear_no_w0,4,1.5460393872762236e-14,1.9866587821983135e-08,1.1368683772161603e-13,-1.1782366284065467e-14,0.0019499000045470893,True,2,0,1.9544444591377366e-15
synthetic,grid,2,10,0.5,0.1,2,W,affine_w0,4,2.754906383837959,0.14758048539020416,1.1368683772161603e-13,3.552713678800501e-15,0.0016449999820906669,True,2,0,1.9544444591377366e-15
synthetic,grid,2,10,0.5,0.1,2,W,linear_no_w0,4,-1.5460393872762236e-14,1.98665874908955e-08,0.0,-1.2542122939347505e-15,0.0013812999823130667,True,2,0,1.9544444591377366e-15
synthetic,grid,2,10,2.5,0.0,2,U,affine_w0,4,1.9676824303991944,0.14961784344708948,0.0,-1.8945955915228296e-13,0.0009490999800618738,True,2,0,2.127773622650851e-15
synthetic,grid,2,10,2.5,0.0,2,U,linear_no_w0,4,-1.7685644288158933e-14,2.4544250053039005e-09,0.0,-4.164795219760675e-15,0.0011696000001393259,True,2,0,2.127773622650851e-15
synthetic,grid,2,10,2.5,0.0,2,W,affine_w0,4,0.8633409222050235,0.06954688867395947,1.1368683772161603e-13,-6.938893903907228e-18,0.0015475999971386045,True,2,0,2.127773622650851e-15
synthetic,grid,2,10,2.5,0.0,2,W,linear_no_w0,4,-1.7685644288158933e-14,2.4544249190846265e-09,0.0,2.3239177467892475e-19,0.004284499998902902,True,2,0,2.127773622650851e-15
synthetic,grid,2,10,2.5,0.1,2,U,affine_w0,4,1.7164876969534513,0.13812308856895084,0.0,-5.494216193113743e-13,0.0024990999954752624,True,2,0,0.0
synthetic,grid,2,10,2.5,0.1,2,U,linear_no_w0,4,3.092078774552448e-14,1.5995774209891774e-08,0.0,-1.9966456569849736e-14,0.0037631000159308314,True,2,0,0.0
synthetic,grid,2,10,2.5,0.1,2,W,affine_w0,4,0.7524048855617611,0.06363285104572405,1.1368683772161603e-13,-2.55351295663786e-13,0.002817400003550574,True,2,0,0.0
synthetic,grid,2,10,2.5,0.1,2,W,linear_no_w0,4,0.0,1.1962963092812058e-08,1.1368683772161603e-13,4.829413415166572e-16,0.0014673999976366758,True,2,0,0.0
synthetic,grid,2,10,0.5,0.0,5,U,affine_w0,7,3.9756194550843906,0.21478310475210305,0.0,-2.1316282072803006e-14,0.002038100006757304,True,2,0,7.875103698635812e-14
synthetic,grid,2,10,0.5,0.0,5,U,linear_no_w0,7,-1.0611386572895248e-12,1.6568703867806264e-08,1.1368683772161603e-13,-8.218988039621911e-14,0.0050066999974660575,True,2,0,7.875103698635812e-14
synthetic,grid,2,10,0.5,0.0,5,W,affine_w0,7,2.09523671862477,0.11897546200343985,1.1368683772161603e-13,-1.447375552743324e-11,0.006333099998300895,True,2,0,7.875103698635812e-14
synthetic,grid,2,10,0.5,0.0,5,W,linear_no_w0,7,-1.0965099458658423e-12,1.656870443089362e-08,1.1368683772161603e-13,4.4988598437667224e-15,0.004288600001018494,True,2,0,7.875103698635812e-14
synthetic,grid,2,10,0.5,0.1,5,U,affine_w0,7,3.1881823619995666,0.20479808604133684,2.2737367544323206e-13,3.0531133177191805e-15,0.0023318000021390617,True,2,0,1.9544444591377366e-15
synthetic,grid,2,10,0.5,0.1,5,U,linear_no_w0,7,1.5460393872762236e-14,1.9866587792582972e-08,0.0,7.447862323958439e-16,0.003329600003780797,True,2,0,1.9544444591377366e-15
synthetic,grid,2,10,0.5,0.1,5,W,affine_w0,7,1.8282240298059815,0.10915080013963646,0.0,-4.480682491703192e-11,0.005519900005310774,True,2,0,1.9544444591377366e-15
synthetic,grid,2,10,0.5,0.1,5,W,linear_no_w0,7,-1.5460393872762236e-14,1.9866588281558638e-08,0.0,4.314510758235141e-15,0.0015598000027239323,True,2,0,1.9544444591377366e-15
synthetic,grid,2,10,2.5,0.0,5,U,affine_w0,7,1.8469529364813662,0.146579157982352,0.0,-1.8962609260597674e-13,0.0021277000196278095,True,2,0,2.127773622650851e-15
synthetic,grid,2,10,2.5,0.0,5,U,linear_no_w0,7,-1.7685644288158933e-14,2.4544248118106822e-09,0.0,-2.0774408894414512e-14,0.0019065999949816614,True,2,0,2.127773622650851e-15
synthetic,grid,2,10,2.5,0.0,5,W,affine_w0,7,0.5332046922046741,0.0790301601220716,1.1368683772161603e-13,-8.256506589532364e-12,0.008196999988285825,True,2,0,2.127773622650851e-15
synthetic,grid,2,10,2.5,0.0,5,W,linear_no_w0,7,-1.7685644288158933e-14,2.454424888119299e-09,0.0,-1.3969462334382434e-15,0.0019114000024273992,True,2,0,2.127773622650851e-15
synthetic,grid,2,10,2.5,0.1,5,U,affine_w0,7,1.6109945317855758,0.13463651632862364,0.0,-4.04121180963557e-14,0.0033263999794144183,True,2,0,0.0
synthetic,grid,2,10,2.5,0.1,5,U,linear_no_w0,7,1.546039387276224e-14,1.599577398105491e-08,1.1368683772161603e-13,-6.610413559053565e-14,0.002436400012811646,True,2,0,0.0
synthetic,grid,2,10,2.5,0.1,5,W,affine_w0,7,0.46401174308725696,0.07231574901136295,1.1368683772161603e-13,0.0,0.003663099982077256,True,2,0,0.0
synthetic,grid,2,10,2.5,0.1,5,W,linear_no_w0,7,0.0,1.718218987039813e-08,0.0,-2.407538444993179e-16,0.014902700000675395,True,2,0,0.0
synthetic,grid,2,25,0.5,0.0,2,U,affine_w0,4,13.967074736341912,0.31209282677459443,1.1368683772161603e-13,-5.364597654988756e-13,0.0015275000187102705,True,2,0,0.0
synthetic,grid,2,25,0.5,0.0,2,U,linear_no_w0,4,-3.328651007246148e-13,9.865113723290698e-08,1.1368683772161603e-13,-4.614471264957991e-13,0.0035755000135395676,True,2,0,0.0
synthetic,grid,2,25,0.5,0.0,2,W,affine_w0,4,6.1701013918420164,0.1450269016816073,2.2737367544323206e-13,-1.7763568394002505e-15,0.004820200003450736,True,2,0,0.0
synthetic,grid,2,25,0.5,0.0,2,W,linear_no_w0,4,-1.109550335748716e-13,8.262654992541885e-08,1.1368683772161603e-13,-1.0724983986333497e-13,0.002353000018047169,True,2,0,0.0
synthetic,grid,2,25,0.5,0.1,2,U,affine_w0,4,12.16514458342194,0.27128536478817805,0.0,-4.583000645652646e-13,0.002724799996940419,True,2,0,1.7051740894459277e-15
synthetic,grid,2,25,0.5,0.1,2,U,linear_no_w0,4,-2.2531144434234206e-12,4.4033327860175905e-07,0.0,-3.0324341133362246e-13,0.002738500013947487,True,2,0,1.7051740894459277e-15
synthetic,grid,2,25,0.5,0.1,2,W,affine_w0,4,5.418915896962555,0.13447886051904354,2.2737367544323206e-13,-1.226272416943175e-10,0.002780799986794591,False,2,0,1.7051740894459277e-15
synthetic,grid,2,25,0.5,0.1,2,W,linear_no_w0,4,-2.057191448343123e-12,4.3989641083293733e-07,2.2737367544323206e-13,5.894724381810464e-16,0.0014244999911170453,True,2,0,1.7051740894459277e-15
synthetic,grid,2,25,2.5,0.0,2,U,affine_w0,4,5.989306684671702,0.24012340722064232,1.1368683772161603e-13,-3.870445630660413e-13,0.0032706999918445945,True,2,0,5.610439481665779e-14
synthetic,grid,2,25,2.5,0.0,2,U,linear_no_w0,4,-3.69850111916238e-13,1.1829811181067408e-09,1.1368683772161603e-13,-1.596115876828146e-13,0.0032183000002987683,True,2,0,5.610439481665779e-14
synthetic,grid,2,25,2.5,0.0,2,W,affine_w0,4,1.1069470408586493,0.04507229054062481,1.1368683772161603e-13,-2.34052777159377e-11,0.0025859999877866358,True,2,0,5.610439481665779e-14
synthetic,grid,2,25,2.5,0.0,2,W,linear_no_w0,4,-2.4040257274555467e-13,2.23230644211986e-08,0.0,4.403387024578327e-22,0.0013666999875567853,True,2,0,5.610439481665779e-14
synthetic,grid,2,25,2.5,0.1,2,U,affine_w0,4,5.177697049474945,0.2203040177145336,0.0,0.0,0.0023575999948661774,True,2,0,4.399006130935554e-15
synthetic,grid,2,25,2.5,0.1,2,U,linear_no_w0,4,-9.796149754015068e-14,3.396587118598909e-11,2.2737367544323206e-13,-1.842319492014507e-13,0.0023016000050120056,True,2,0,4.399006130935554e-15
synthetic,grid,2,25,2.5,0.1,2,W,affine_w0,4,0.9750742465447771,0.0411910685241793,0.0,-1.801936377887614e-11,0.008883500006049871,True,2,0,4.399006130935554e-15
synthetic,grid,2,25,2.5,0.1,2,W,linear_no_w0,4,-4.898074877007534e-14,7.716245538640047e-09,0.0,-6.850549953212328e-15,0.0013544000103138387,True,2,0,4.399006130935554e-15
synthetic,grid,2,25,0.5,0.0,5,U,affine_w0,7,9.196152356226586,0.18861766391234475,1.1368683772161603e-13,0.0,0.0037822999875061214,True,2,0,0.0
synthetic,grid,2,25,0.5,0.0,5,U,linear_no_w0,7,-2.219100671497432e-13,8.280337582268927e-08,1.1368683772161603e-13,-2.6811712174387524e-13,0.0023855000035837293,True,2,0,0.0
synthetic,grid,2,25,0.5,0.0,5,W,affine_w0,7,3.3468648101945546,0.05570285634013731,0.0,-8.526512829121202e-14,0.0034519000037107617,True,2,0,0.0
synthetic,grid,2,25,0.5,0.0,5,W,linear_no_w0,7,-1.8492505595811932e-13,8.280806954430898e-08,1.1368683772161603e-13,-2.2759902931681454e-13,0.002528100012568757,True,2,0,0.0
synthetic,grid,2,25,0.5,0.1,5,U,affine_w0,7,8.064517365050376,0.16858704758819132,2.2737367544323206e-13,-2.2737367544323206e-13,0.0019144999969284981,True,2,0,1.7051740894459277e-15
synthetic,grid,2,25,0.5,0.1,5,U,linear_no_w0,7,-2.318422108450186e-12,4.453428960051626e-07,1.1368683772161603e-13,-4.645659539389258e-13,0.003497699974104762,True,2,0,1.7051740894459277e-15
synthetic,grid,2,25,0.5,0.1,5,W,affine_w0,7,2.94892240755742,0.050258835383885356,2.2737367544323206e-13,-1.509903313490213e-13,0.0026175999955739826,True,2,0,1.7051740894459277e-15
synthetic,grid,2,25,0.5,0.1,5,W,linear_no_w0,7,-2.351075940963569e-12,4.398989772602541e-07,0.0,-7.521737269310239e-13,0.0016781000012997538,True,2,0,1.7051740894459277e-15
synthetic,grid,2,25,2.5,0.0,5,U,affine_w0,7,5.516031717013245,0.216385284725927,1.1368683772161603e-13,-4.664713060265058e-12,0.003652299987152219,True,2,0,5.610439481665779e-14
synthetic,grid,2,25,2.5,0.0,5,U,linear_no_w0,7,-1.0355803133654663e-12,2.039751085365852e-08,1.1368683772161603e-13,-1.4371922600922289e-12,0.007760500011499971,True,2,0,5.610439481665779e-14
synthetic,grid,2,25,2.5,0.0,5,W,affine_w0,7,0.8834819747038425,0.03686781885954726,1.1368683772161603e-13,0.0,0.0142411999986507,True,2,0,5.610439481665779e-14
synthetic,grid,2,25,2.5,0.0,5,W,linear_no_w0,7,-2.4040257274555467e-13,2.2323066230540212e-08,0.0,-1.2538210408591298e-14,0.0037145999958738685,True,2,0,5.610439481665779e-14
synthetic,grid,2,25,2.5,0.1,5,U,affine_w0,7,4.784114787254249,0.19705584839822943,2.2737367544323206e-13,-9.876544027065393e-13,0.003340299997944385,True,2,0,4.399006130935554e-15
synthetic,grid,2,25,2.5,0.1,5,U,linear_no_w0,7,-1.632691625669178e-14,3.2722805504036466e-11,0.0,-2.6232846939026698e-14,0.001884299999801442,True,2,0,4.399006130935554e-15
synthetic,grid,2,25,2.5,0.1,5,W,affine_w0,7,0.778126318274618,0.033712895964090855,1.1368683772161603e-13,-2.7888802378583932e-11,0.011046200001146644,True,2,0,4.399006130935554e-15
synthetic,grid,2,25,2.5,0.1,5,W,linear_no_w0,7,-1.632691625669178e-14,7.716245733882886e-09,1.1368683772161603e-13,-1.1345994149032577e-16,0.00287279998883605,True,2,0,4.399006130935554e-15
