setting,network,n_od,k_per_od,concentration,perturbation,rank,basis,variant,n_variables,objective_gap_pct,link_rel_l2,demand_residual,min_path_flow,solve_seconds,success,ref_nonanchor_support,ref_minor_support,ref_minor_mass_share
real_x4,sioux-falls,3,8,2.0,3.0,2,U,affine_w0,5,6.813990586095671,0.22046004663009497,0.0,-9.374749240786961e-14,0.0025708999892231077,True,4,1,0.059208532231872175
real_x4,sioux-falls,3,8,2.0,3.0,2,U,linear_no_w0,5,3.2888651974380183,0.2191051225772843,4.440892098500626e-16,-4.926061674179569e-13,0.0031472999835386872,True,4,1,0.059208532231872175
real_x4,sioux-falls,3,8,2.0,3.0,2,W,affine_w0,5,3.4873527810486764,0.210637390935439,0.0,-4.85722573273506e-16,0.0023293000122066587,True,4,1,0.059208532231872175
real_x4,sioux-falls,3,8,2.0,3.0,2,W,linear_no_w0,5,3.288865197525265,0.2191051225984295,4.440892098500626e-16,-3.118781674554659e-14,0.0030870999908074737,True,4,1,0.059208532231872175
real_x4,sioux-falls,3,8,2.0,3.0,5,U,affine_w0,8,6.263455063044043,0.2145268611131848,0.0,-9.394048039457203e-14,0.0033033000072464347,True,4,1,0.059208532231872175
real_x4,sioux-falls,3,8,2.0,3.0,5,U,linear_no_w0,8,3.2888651975170444,0.21910512259843423,8.881784197001252e-16,-4.834101158697992e-14,0.0012455999967642128,True,4,1,0.059208532231872175
real_x4,sioux-falls,3,8,2.0,3.0,5,W,affine_w0,8,3.287765168920603,0.20817139642427196,0.0,4.354155924701786e-15,0.0012332999904174358,True,4,1,0.059208532231872175
real_x4,sioux-falls,3,8,2.0,3.0,5,W,linear_no_w0,8,3.288865197525033,0.21910512259842588,4.440892098500626e-16,-2.6453254727644552e-14,0.0009503999899607152,True,4,1,0.059208532231872175
real_x4,sioux-falls,3,16,2.0,3.0,2,U,affine_w0,5,31.037783139976113,0.2673122268402676,0.0,-3.0396488277795175e-12,0.0021899999992456287,True,5,2,0.09524073988025354
real_x4,sioux-falls,3,16,2.0,3.0,2,U,linear_no_w0,5,30.944352790103455,0.29053668740734223,8.881784197001252e-16,-6.504769464419094e-12,0.005965100019238889,True,5,2,0.09524073988025354
real_x4,sioux-falls,3,16,2.0,3.0,2,W,affine_w0,5,30.944553063783278,0.2747115731775981,4.440892098500626e-16,-1.3877787807814457e-17,0.0020818000193685293,True,5,2,0.09524073988025354
real_x4,sioux-falls,3,16,2.0,3.0,2,W,linear_no_w0,5,30.942786666749466,0.2889149505217927,0.0,-7.508100044462118e-18,0.0017586000030860305,True,5,2,0.09524073988025354
real_x4,sioux-falls,3,16,2.0,3.0,5,U,affine_w0,8,29.893576888071298,0.25487763669552566,4.440892098500626e-16,5.602766514622992e-13,0.0035494999901857227,True,5,2,0.09524073988025354
real_x4,sioux-falls,3,16,2.0,3.0,5,U,linear_no_w0,8,30.944352794365443,0.2905366876115984,4.440892098500626e-16,-1.44264239146359e-12,0.0023910999880172312,True,5,2,0.09524073988025354
real_x4,sioux-falls,3,16,2.0,3.0,5,W,affine_w0,8,13.721838624906235,0.19764529899895095,0.0,1.1449174941446927e-16,0.0024839999969117343,True,5,2,0.09524073988025354
real_x4,sioux-falls,3,16,2.0,3.0,5,W,linear_no_w0,8,14.54429013956467,0.2088247159919871,4.440892098500626e-16,-7.049916206369744e-15,0.0024871999921742827,True,5,2,0.09524073988025354
real_x4,sioux-falls,3,32,2.0,3.0,2,U,affine_w0,5,45.188197012587366,0.2625104689547065,8.881784197001252e-16,-1.9078251565357585e-11,0.009944199991878122,True,5,2,0.10005471944585859
real_x4,sioux-falls,3,32,2.0,3.0,2,U,linear_no_w0,5,47.38124193818022,0.29516935100543734,0.0,-3.539843314675172e-11,0.006014899990987033,False,5,2,0.10005471944585859
real_x4,sioux-falls,3,32,2.0,3.0,2,W,affine_w0,5,38.65629911387058,0.28900453364242634,0.0,-5.341213582532589e-15,0.0018745999841485173,True,5,2,0.10005471944585859
real_x4,sioux-falls,3,32,2.0,3.0,2,W,linear_no_w0,5,42.154901617878615,0.290533480609777,0.0,-2.6503322106408156e-16,0.0017457999929320067,True,5,2,0.10005471944585859
real_x4,sioux-falls,3,32,2.0,3.0,5,U,affine_w0,8,43.30481973865498,0.2522304951653583,8.881784197001252e-16,-9.560965029669494e-12,0.0038984999991953373,True,5,2,0.10005471944585859
real_x4,sioux-falls,3,32,2.0,3.0,5,U,linear_no_w0,8,46.17720828330634,0.25165873872432054,8.881784197001252e-16,-4.940816896240041e-11,0.011408699996536598,False,5,2,0.10005471944585859
real_x4,sioux-falls,3,32,2.0,3.0,5,W,affine_w0,8,17.097881609144686,0.1607119031541318,4.440892098500626e-16,-1.0495770919050074e-13,0.00369660000433214,True,5,2,0.10005471944585859
real_x4,sioux-falls,3,32,2.0,3.0,5,W,linear_no_w0,8,19.610281485872953,0.18277300085346548,4.440892098500626e-16,-1.1587952819525071e-14,0.004740100004710257,True,5,2,0.10005471944585859
real_x4,chicago-sketch,3,8,2.0,3.0,2,U,affine_w0,5,3.0031853564851607,0.03222139557388269,8.881784197001252e-16,-3.5470758275035763e-15,0.0019685000006575137,True,1,0,8.833019036650556e-15
real_x4,chicago-sketch,3,8,2.0,3.0,2,U,linear_no_w0,5,-2.759559043791525e-12,2.89093511811528e-08,8.881784197001252e-16,-5.744568819352403e-15,0.0016870000108610839,True,1,0,8.833019036650556e-15
real_x4,chicago-sketch,3,8,2.0,3.0,2,W,affine_w0,5,1.3847365221804329,0.016029365833710243,8.881784197001252e-16,-4.0245584642661925e-16,0.001721200009342283,True,1,0,8.833019036650556e-15
real_x4,chicago-sketch,3,8,2.0,3.0,2,W,linear_no_w0,5,-2.2685945513378184e-12,2.890934947857491e-08,0.0,-1.4774226991021254e-15,0.0015371000044979155,True,1,0,8.833019036650556e-15
real_x4,chicago-sketch,3,8,2.0,3.0,5,U,affine_w0,8,2.5104801569013735,0.028918181141442473,8.881784197001252e-16,-3.0256613187118475e-14,0.001210299989907071,True,1,0,8.833019036650556e-15
real_x4,chicago-sketch,3,8,2.0,3.0,5,U,linear_no_w0,8,-9.514553267551148e-12,2.8909361526418473e-08,0.0,-7.109311542693249e-14,0.0009068000072147697,True,1,0,8.833019036650556e-15
real_x4,chicago-sketch,3,8,2.0,3.0,5,W,affine_w0,8,0.4448335356693094,0.00430635185617492,8.881784197001252e-16,-5.48172618408671e-16,0.002642600011313334,True,1,0,8.833019036650556e-15
real_x4,chicago-sketch,3,8,2.0,3.0,5,W,linear_no_w0,8,-2.234734931168597e-12,2.890934933323278e-08,8.881784197001252e-16,-1.0459889312830279e-15,0.0020988000032957643,True,1,0,8.833019036650556e-15
real_x4,chicago-sketch,3,16,2.0,3.0,2,U,affine_w0,5,14.13387646159526,0.09933224679383093,4.440892098500626e-16,0.0,0.001486799999838695,True,2,1,0.017900627261398506
real_x4,chicago-sketch,3,16,2.0,3.0,2,U,linear_no_w0,5,0.18606966115686982,0.032881080896568396,0.0,-5.037370467343066e-13,0.001500399986980483,True,2,1,0.017900627261398506
real_x4,chicago-sketch,3,16,2.0,3.0,2,W,affine_w0,5,4.977909644792271,0.03656979526490497,8.881784197001252e-16,0.0,0.0008086999878287315,True,2,1,0.017900627261398506
real_x4,chicago-sketch,3,16,2.0,3.0,2,W,linear_no_w0,5,0.1860696613426598,0.03288108148532283,0.0,-9.014417964232441e-15,0.0006714999908581376,True,2,1,0.017900627261398506
real_x4,chicago-sketch,3,16,2.0,3.0,5,U,affine_w0,8,13.332860081305734,0.0962288640548694,0.0,-3.3986131779944334e-13,0.0013726000033784658,True,2,1,0.017900627261398506
real_x4,chicago-sketch,3,16,2.0,3.0,5,U,linear_no_w0,8,0.1860696612752673,0.032881081475113795,0.0,-2.0841644652244607e-13,0.001070600003004074,True,2,1,0.017900627261398506
real_x4,chicago-sketch,3,16,2.0,3.0,5,W,affine_w0,8,2.6558250798332175,0.03475389766358146,0.0,-1.8041124150158794e-15,0.0007965000113472342,True,2,1,0.017900627261398506
real_x4,chicago-sketch,3,16,2.0,3.0,5,W,linear_no_w0,8,0.18606966134334463,0.03288108148532266,8.881784197001252e-16,-1.1646734492042317e-16,0.0006949999951757491,True,2,1,0.017900627261398506
real_x4,chicago-sketch,3,32,2.0,3.0,2,U,affine_w0,5,36.49115656821898,0.1401786970335686,8.881784197001252e-16,-1.5819149768868564e-11,0.009141899994574487,True,1,0,2.2320217877043958e-11
real_x4,chicago-sketch,3,32,2.0,3.0,2,U,linear_no_w0,5,-3.640272435705487e-08,1.619341410829349e-08,8.881784197001252e-16,-1.626926256733851e-11,0.005667000019457191,False,1,0,2.2320217877043958e-11
real_x4,chicago-sketch,3,32,2.0,3.0,2,W,affine_w0,5,16.619436768347654,0.07590810447880184,8.881784197001252e-16,-5.1420673274904516e-14,0.004895499994745478,True,1,0,2.2320217877043958e-11
real_x4,chicago-sketch,3,32,2.0,3.0,2,W,linear_no_w0,5,-5.821784823986211e-10,4.997870566239805e-11,1.7763568394002505e-15,-3.5027435383181273e-13,0.003819000005023554,True,1,0,2.2320217877043958e-11
real_x4,chicago-sketch,3,32,2.0,3.0,5,U,affine_w0,8,36.2852432535516,0.1399370587329461,0.0,-1.9139545119140414e-11,0.01491100000566803,True,1,0,2.2320217877043958e-11
real_x4,chicago-sketch,3,32,2.0,3.0,5,U,linear_no_w0,8,-2.253942738348066e-08,3.730965861562045e-10,8.881784197001252e-16,-1.5947108368806278e-11,0.013642999983858317,False,1,0,2.2320217877043958e-11
real_x4,chicago-sketch,3,32,2.0,3.0,5,W,affine_w0,8,7.26673780765601,0.030657045043703944,0.0,-7.008282842946301e-14,0.004796699999133125,True,1,0,2.2320217877043958e-11
real_x4,chicago-sketch,3,32,2.0,3.0,5,W,linear_no_w0,8,-4.898492196275185e-10,4.998833519467117e-11,4.440892098500626e-16,-3.43992155869209e-14,0.0036242000060155988,True,1,0,2.2320217877043958e-11
